Cas_Nesrece,PRVR_Vreme,PRSP_Promet,PRPV_Povrsje,stevilka_odseka,mesec,dan,dan_v_tednu
13.0,O,G,MO,55,6,20d,5
12.0,J,N,SU,1002,6,25d,3
9.0,J,R,SU,40,6,24d,2
11.0,J,N,SU,1091,6,25d,3
21.0,N,E,OS,10,6,19d,4
11.0,J,N,SU,177,6,22d,0
12.0,J,R,SU,4,6,24d,2
12.0,J,E,SU,21,6,7d,6
1.0,J,R,SU,1090,6,25d,3
11.0,O,N,SU,1258,6,24d,2
17.0,O,E,SU,4,6,25d,3
3.0,D,N,MO,37,6,16d,1
20.0,O,E,SU,9,6,25d,3
16.0,O,R,MO,1,6,24d,2
14.0,O,R,SU,1263,6,24d,2
3.0,J,R,SU,25,6,25d,3
22.0,J,N,SU,92,6,25d,3
14.0,O,N,MO,6,6,24d,2
13.0,J,E,SU,1,6,25d,3
12.0,J,N,SU,15,6,11d,3
15.0,J,G,SU,1550,6,24d,2
9.0,J,N,SU,247,6,18d,3
18.0,J,G,SU,1062,6,24d,2
18.0,J,G,SU,5,6,24d,2
15.0,J,G,SU,14,6,24d,2
6.0,D,N,MO,631,6,16d,1
5.0,J,N,SU,813,6,25d,3
13.0,O,E,SU,18,6,23d,1
22.0,J,R,SU,11,6,24d,2
0.0,O,N,SU,606,6,25d,3
18.0,J,N,SU,9,6,24d,2
11.0,O,G,SU,1062,6,19d,4
2.0,J,N,SU,56,6,26d,4
15.0,O,N,SU,27,6,24d,2
9.0,J,G,SU,1212,6,25d,3
18.0,O,N,SU,1072,6,25d,3
12.0,O,R,SU,255,6,17d,2
14.0,J,N,SU,150,6,2d,1
14.0,J,N,SU,4,6,24d,2
20.0,J,N,SU,668,6,22d,0
18.0,D,R,MO,256,6,23d,1
12.0,N,N,SU,17,6,24d,2
8.0,O,R,SU,269,6,24d,2
2.0,N,E,SU,1076,6,25d,3
12.0,J,N,SU,25,6,25d,3
0.0,J,R,SU,49,2,15d,6
2.0,O,R,SU,1093,6,25d,3
18.0,J,E,SU,25,6,24d,2
8.0,J,R,SU,31,6,5d,4
10.0,O,N,MO,165,6,15d,0
6.0,O,R,SU,6,6,25d,3
10.0,O,E,MO,52,6,24d,2
9.0,D,N,SP,226,6,19d,4
13.0,D,R,MO,244,6,23d,1
19.0,D,N,MO,95,6,23d,1
23.0,J,R,SU,606,6,24d,2
15.0,D,N,MO,371,6,16d,1
11.0,J,N,SU,607,6,25d,3
16.0,J,R,SU,312,6,25d,3
8.0,N,E,OS,99,6,22d,0
15.0,J,G,MO,672,6,22d,0
6.0,O,N,MO,32,6,24d,2
11.0,J,N,SU,370,6,21d,6
19.0,J,N,SU,91,6,25d,3
8.0,O,N,MO,23,6,24d,2
20.0,S,N,SP,614,2,1d,6
16.0,J,N,SP,3,6,26d,4
22.0,O,N,MO,52,6,28d,6
11.0,J,N,SU,78,6,24d,2
16.0,O,N,SU,1302,6,15d,0
12.0,O,N,SU,231,6,24d,2
18.0,D,R,MO,352,6,27d,5
15.0,D,G,MO,641,6,20d,5
23.0,J,N,SU,661,6,27d,5
18.0,N,N,SU,10,6,25d,3
6.0,J,R,SU,1109,6,27d,5
3.0,J,R,SU,1206,6,27d,5
14.0,O,G,SU,207,6,17d,2
18.0,J,N,SU,6904,6,28d,6
20.0,O,R,SU,22,6,24d,2
15.0,D,N,MO,57,6,23d,1
6.0,J,R,SU,354,6,27d,5
14.0,J,G,SU,1486,6,26d,4
19.0,D,N,MO,236,6,23d,1
7.0,D,N,MO,256,6,24d,2
10.0,J,N,SU,3,6,24d,2
21.0,J,N,SU,9,6,26d,4
11.0,J,N,SU,265,6,22d,0
0.0,O,R,SU,1276,6,28d,6
14.0,O,G,SU,485,6,17d,2
9.0,J,N,SU,21,6,26d,4
15.0,J,N,SU,347,6,27d,5
20.0,J,E,SU,1110,6,25d,3
16.0,J,N,SU,1255,6,26d,4
13.0,O,E,SU,10,6,26d,4
10.0,J,N,SU,8,6,27d,5
21.0,O,N,SU,1,6,27d,5
13.0,J,N,SU,262,6,27d,5
17.0,D,N,MO,262,6,23d,1
14.0,D,N,MO,637,6,20d,5
2.0,J,R,SU,779,6,27d,5
10.0,O,R,SU,21,6,25d,3
16.0,O,R,SU,25,6,19d,4
10.0,J,E,SU,7,6,28d,6
21.0,J,N,SU,265,6,24d,2
19.0,O,R,SU,258,6,9d,1
22.0,J,R,SU,263,6,18d,3
14.0,O,G,MO,67,6,23d,1
17.0,J,R,SU,13,6,28d,6
20.0,O,N,SU,10,6,20d,5
16.0,O,N,SU,1246,6,28d,6
16.0,J,G,SU,115,6,10d,2
15.0,J,N,SU,49,6,22d,0
16.0,J,N,SU,373,6,25d,3
11.0,O,N,SU,1291,6,20d,5
12.0,J,N,SU,32,6,8d,0
17.0,D,G,MO,32,6,23d,1
18.0,J,R,SU,258,6,25d,3
8.0,J,R,SU,1073,6,26d,4
13.0,J,G,SU,39,6,22d,0
10.0,J,N,SU,69,6,12d,4
7.0,O,N,SU,1008,6,21d,6
14.0,O,N,SU,50,6,24d,2
11.0,J,N,SU,119,6,28d,6
11.0,D,N,MO,318,6,28d,6
10.0,O,N,SU,54,3,4d,2
1.0,J,R,SU,103,6,27d,5
22.0,J,N,SU,21,6,23d,1
0.0,O,R,SU,64,6,29d,0
19.0,O,R,SP,10,6,27d,5
8.0,J,R,SU,20,6,27d,5
20.0,N,E,SU,151,6,27d,5
16.0,D,G,MO,7,6,27d,5
14.0,J,R,SU,10,6,28d,6
12.0,O,G,SU,5,6,22d,0
11.0,J,G,SU,1486,6,29d,0
14.0,J,G,SU,15,6,12d,4
12.0,J,R,SU,1432,6,27d,5
8.0,J,N,SU,1504,6,28d,6
16.0,D,N,MO,661,6,23d,1
7.0,O,N,SU,36,6,24d,2
12.0,J,N,SU,41,6,25d,3
12.0,O,G,SU,1,6,27d,5
11.0,J,N,SU,1333,6,25d,3
9.0,O,N,SU,1175,6,20d,5
19.0,J,G,SU,655,6,24d,2
20.0,J,N,SU,6,6,27d,5
17.0,J,N,SU,16,5,8d,4
3.0,J,N,SU,910,6,25d,3
12.0,O,R,SU,6,6,17d,2
18.0,D,N,MO,1319,6,27d,5
9.0,J,E,SU,1,4,10d,4
16.0,J,E,SU,1223,6,12d,4
9.0,O,N,SU,98,6,24d,2
17.0,J,N,SU,20,6,26d,4
9.0,J,R,SU,32,5,19d,1
10.0,O,N,MO,32,3,26d,3
8.0,J,N,SU,28,4,15d,2
23.0,O,N,MO,332,6,19d,4
9.0,J,N,SU,26,6,15d,0
6.0,J,G,SU,26,6,22d,0
17.0,J,E,SU,18,3,15d,6
9.0,J,E,MO,32,2,16d,0
15.0,J,N,SU,352,6,18d,3
16.0,D,G,MO,128,6,24d,2
20.0,J,N,SU,380,6,29d,0
11.0,J,N,SU,62,6,29d,0
16.0,O,N,MO,1004,6,27d,5
23.0,J,R,SU,5645,6,24d,2
8.0,O,N,SU,1309,6,29d,0
9.0,J,G,SU,94,6,22d,0
15.0,J,N,SU,1029,6,28d,6
10.0,D,N,MO,94,6,19d,4
15.0,D,G,MO,1417,6,23d,1
12.0,D,N,MO,67,6,23d,1
23.0,D,N,MO,4,6,29d,0
16.0,J,R,SU,2,6,29d,0
20.0,O,N,MO,85,6,27d,5
13.0,J,G,SU,100,6,24d,2
9.0,O,G,MO,688,6,16d,1
15.0,J,R,SU,17,5,31d,6
15.0,J,G,SU,11,6,26d,4
16.0,J,N,SU,1322,6,25d,3
8.0,J,G,MO,534,6,11d,3
12.0,O,N,SU,1061,6,27d,5
12.0,O,R,SU,15,6,20d,5
12.0,O,N,SU,292,6,16d,1
17.0,J,R,SU,35,6,29d,0
21.0,J,G,SU,177,6,29d,0
22.0,J,N,SU,131,6,26d,4
13.0,J,N,SU,13,6,29d,0
19.0,O,N,MO,119,6,27d,5
12.0,J,G,SU,1417,6,27d,5
22.0,J,N,SU,4,6,22d,0
10.0,J,E,SU,9,6,29d,0
7.0,J,N,SU,55,6,29d,0
16.0,J,N,SU,5,6,27d,5
10.0,J,R,SU,3,6,29d,0
19.0,J,G,SU,9,6,24d,2
9.0,D,N,MO,256,6,24d,2
8.0,J,N,SU,5,6,29d,0
10.0,O,N,SU,66,6,27d,5
21.0,J,N,SU,3,6,27d,5
22.0,J,R,SU,263,6,28d,6
12.0,O,N,SU,494,6,18d,3
10.0,O,G,MO,149,6,24d,2
19.0,O,N,SU,574,6,26d,4
12.0,J,N,SU,66,6,23d,1
20.0,J,N,SU,332,6,22d,0
9.0,O,N,SU,1,6,22d,0
6.0,O,N,MO,650,6,16d,1
16.0,J,N,SU,807,6,18d,3
3.0,O,N,SU,351,6,27d,5
19.0,J,N,SU,66,6,24d,2
9.0,N,E,OS,6,6,28d,6
6.0,O,N,MO,52,6,16d,1
16.0,O,N,SU,66,6,24d,2
15.0,O,N,SU,334,6,28d,6
21.0,J,N,SU,16,6,25d,3
18.0,J,N,SU,1157,6,29d,0
9.0,J,R,SU,10,6,27d,5
20.0,J,R,SU,166,6,3d,2
17.0,O,N,SU,18,6,17d,2
5.0,J,R,SU,1203,6,27d,5
16.0,O,N,SU,243,6,29d,0
15.0,J,N,SU,4,6,24d,2
22.0,J,N,SU,520,6,29d,0
10.0,J,N,SU,347,6,28d,6
5.0,O,R,SU,21,6,28d,6
12.0,J,R,SU,5,6,29d,0
14.0,J,G,SU,24,6,29d,0
14.0,J,Z,SU,341,6,26d,4
17.0,J,N,SU,47,6,15d,0
13.0,J,R,SU,1303,6,8d,0
18.0,J,N,SU,628,6,29d,0
9.0,O,R,SU,1258,6,28d,6
12.0,D,R,MO,127,4,28d,1
16.0,J,N,SU,1134,6,29d,0
0.0,J,N,SU,8,6,20d,5
19.0,O,N,MO,10,6,15d,0
9.0,J,G,SU,13,6,26d,4
11.0,J,N,SU,1486,6,28d,6
14.0,J,N,SU,65,6,20d,5
14.0,J,N,SU,12,6,29d,0
16.0,J,N,SU,1390,6,29d,0
14.0,J,N,SU,775,6,30d,1
6.0,J,R,SU,155,6,29d,0
16.0,J,N,SU,42,6,29d,0
17.0,J,N,SU,457,6,20d,5
9.0,J,N,SU,75,6,29d,0
13.0,J,R,SU,493,6,18d,3
18.0,J,G,SU,655,6,28d,6
1.0,J,N,SU,36,6,30d,1
16.0,J,G,SU,45,6,18d,3
18.0,D,N,MO,274,6,19d,4
12.0,J,N,SU,1060,6,25d,3
5.0,J,N,SU,631,6,25d,3
16.0,J,N,SU,6,6,30d,1
7.0,J,G,SU,46,6,18d,3
19.0,J,N,SU,137,6,26d,4
18.0,J,R,SU,35,6,6d,5
10.0,O,N,SU,524,6,19d,4
21.0,J,N,SU,164,6,9d,1
19.0,J,N,SU,21,6,25d,3
19.0,J,N,SU,21,6,30d,1
17.0,J,R,SU,1249,6,25d,3
15.0,J,R,SU,1,6,21d,6
20.0,J,R,SU,6,6,29d,0
15.0,D,G,MO,43,6,27d,5
9.0,D,N,MO,71,6,19d,4
10.0,J,N,SU,150,5,28d,3
17.0,J,N,SU,138,6,22d,0
22.0,J,N,SU,544,6,12d,4
15.0,J,N,SU,8115,6,30d,1
9.0,J,G,SU,53,6,18d,3
10.0,J,N,SU,14,6,24d,2
11.0,J,N,SU,652,6,18d,3
19.0,O,R,SU,16,6,30d,1
18.0,N,E,OS,13,6,28d,6
7.0,J,R,SU,529,6,12d,4
10.0,J,N,SU,177,6,8d,0
11.0,O,N,SU,689,6,13d,5
19.0,J,N,SU,6,6,13d,5
8.0,J,G,SU,173,6,3d,2
18.0,D,N,MO,38,6,23d,1
8.0,J,G,SU,27,6,18d,3
13.0,J,N,SU,150,6,3d,2
15.0,J,N,SU,1,6,3d,2
17.0,N,E,OS,24,6,27d,5
7.0,O,R,SU,8615,6,19d,4
20.0,D,R,MO,4006,6,14d,6
19.0,J,G,SU,13,6,30d,1
10.0,N,E,OS,1311,6,17d,2
15.0,D,N,MO,1239,6,19d,4
9.0,J,N,SU,28,6,28d,6
6.0,J,N,SU,1008,7,1d,2
20.0,O,E,SU,371,6,19d,4
22.0,O,N,MO,49,6,19d,4
11.0,J,N,SU,150,5,19d,1
0.0,O,E,MO,415,6,20d,5
14.0,J,N,SU,15,6,17d,2
15.0,J,N,SU,1062,5,19d,1
11.0,J,R,SU,1049,6,29d,0
9.0,J,R,SU,7,6,26d,4
15.0,J,N,SU,1037,6,30d,1
18.0,J,N,SU,23,6,18d,3
1.0,J,R,SU,1138,7,1d,2
6.0,J,R,SU,1062,5,13d,2
16.0,N,E,OS,12,6,19d,4
10.0,J,E,SU,57,6,26d,4
14.0,J,N,SU,34,6,12d,4
22.0,O,N,SU,10,6,15d,0
14.0,N,E,OS,1448,6,13d,5
6.0,O,N,MO,36,6,20d,5
14.0,J,N,SU,23,6,30d,1
17.0,J,N,SU,37,6,14d,6
10.0,D,N,MO,10,6,19d,4
12.0,O,R,SU,4,6,24d,2
13.0,J,N,SU,5,6,30d,1
15.0,J,N,SU,242,6,30d,1
13.0,O,N,MO,494,6,20d,5
17.0,O,N,SU,2501,6,30d,1
13.0,J,G,SU,1275,6,10d,2
19.0,J,R,SU,87,6,22d,0
10.0,J,G,SU,485,6,26d,4
16.0,J,N,SU,31,6,22d,0
18.0,O,R,MO,8,6,27d,5
20.0,D,R,MO,1,6,23d,1
14.0,J,R,SU,85,6,20d,5
22.0,J,N,SU,1369,6,26d,4
11.0,O,N,SU,607,6,23d,1
19.0,J,N,SU,10,6,28d,6
16.0,J,N,SU,662,6,22d,0
6.0,N,E,SU,12,6,23d,1
15.0,J,G,SU,273,6,22d,0
13.0,O,N,SU,639,6,29d,0
16.0,J,N,SU,119,6,26d,4
8.0,J,N,SU,92,6,26d,4
10.0,J,G,SU,1181,6,20d,5
15.0,J,E,SU,124,6,11d,3
14.0,J,N,SU,10,6,29d,0
7.0,J,N,SU,1315,6,30d,1
23.0,J,E,SU,1012,6,30d,1
15.0,O,N,MO,22,6,20d,5
20.0,J,N,SU,398,7,1d,2
15.0,J,N,SU,5645,6,26d,4
13.0,J,N,SU,3,6,7d,6
11.0,J,R,SU,5,6,30d,1
11.0,O,G,SU,52,6,20d,5
23.0,J,R,SU,347,6,30d,1
8.0,O,N,SU,610,6,20d,5
11.0,J,R,SU,7,6,30d,1
18.0,J,R,SU,1286,6,28d,6
6.0,O,R,SU,145,6,21d,6
10.0,J,N,SU,2,6,25d,3
19.0,J,R,SU,352,7,1d,2
19.0,J,N,SU,66,7,1d,2
9.0,J,N,SU,1134,7,1d,2
21.0,J,R,SU,40,6,24d,2
14.0,J,N,SU,1438,7,1d,2
19.0,J,N,SU,180,6,22d,0
5.0,O,R,SU,22,6,21d,6
18.0,J,N,SU,118,6,22d,0
14.0,J,G,SU,105,6,19d,4
17.0,J,N,SU,467,6,24d,2
21.0,J,R,SU,1094,7,1d,2
12.0,J,G,SU,86,6,26d,4
23.0,O,N,SU,439,6,27d,5
9.0,J,N,SU,373,7,1d,2
4.0,O,R,SU,1136,6,22d,0
22.0,O,N,MO,52,5,21d,3
15.0,J,G,SU,1265,7,1d,2
11.0,J,N,SU,10,6,30d,1
11.0,J,N,SU,1432,7,1d,2
18.0,J,N,SU,160,7,1d,2
20.0,D,N,MO,11,6,23d,1
8.0,J,N,SU,7,6,8d,0
14.0,J,N,SU,1,7,1d,2
13.0,J,N,SU,1547,6,24d,2
18.0,J,N,SU,1390,6,30d,1
18.0,O,R,MO,7,6,27d,5
18.0,J,R,SU,17,4,13d,0
13.0,J,N,SU,775,6,30d,1
13.0,J,N,SU,318,6,30d,1
13.0,D,N,MO,10,6,23d,1
7.0,J,N,SU,1221,7,1d,2
11.0,J,N,SU,4,7,1d,2
10.0,J,N,SU,467,6,29d,0
17.0,D,N,MO,129,6,23d,1
13.0,O,R,MO,602,6,23d,1
10.0,J,G,SU,12,6,30d,1
18.0,O,N,SU,10,7,2d,3
14.0,J,N,SU,6904,7,2d,3
13.0,J,G,SU,25,6,30d,1
16.0,J,R,SU,27,7,2d,3
9.0,J,N,SU,11,6,29d,0
11.0,J,N,SU,1514,7,2d,3
12.0,J,N,SU,144,7,2d,3
8.0,J,N,SU,3,7,1d,2
20.0,J,R,SU,13,7,1d,2
5.0,O,N,MO,44,6,30d,1
6.0,J,R,SU,49,7,2d,3
15.0,J,G,SU,1309,7,1d,2
12.0,J,N,SU,655,6,30d,1
18.0,D,R,MO,7,6,24d,2
18.0,O,N,SU,64,6,27d,5
6.0,J,N,SU,72,7,1d,2
18.0,J,R,SU,17,7,2d,3
15.0,J,G,SU,24,7,2d,3
14.0,J,N,SU,1437,7,1d,2
20.0,J,R,SU,10,7,2d,3
18.0,J,N,SU,222,6,22d,0
18.0,J,N,SU,1426,7,2d,3
16.0,J,G,SU,21,6,19d,4
10.0,J,G,SU,30,4,25d,5
10.0,J,N,SU,243,7,2d,3
18.0,J,N,SU,18,6,29d,0
14.0,O,N,SU,1108,6,27d,5
18.0,O,N,SU,387,6,15d,0
8.0,J,R,SU,1,6,13d,5
10.0,J,N,SU,106,6,30d,1
19.0,J,E,SU,9,7,2d,3
16.0,J,N,SU,111,7,2d,3
6.0,O,N,MO,32,6,24d,2
12.0,J,N,SU,328,6,15d,0
6.0,J,N,SU,268,7,1d,2
14.0,J,G,SU,415,6,29d,0
6.0,J,G,SU,85,6,22d,0
14.0,O,G,SU,212,8,2d,6
14.0,J,G,SU,534,6,30d,1
11.0,J,N,SU,4,6,25d,3
9.0,J,N,SU,12,6,30d,1
11.0,J,G,SU,174,7,3d,4
0.0,J,R,SU,1208,7,3d,4
19.0,J,N,SU,1365,7,1d,2
7.0,J,R,SU,814,7,5d,6
12.0,J,N,SU,58,7,4d,5
21.0,J,R,SU,25,7,3d,4
20.0,D,N,MO,1181,6,23d,1
17.0,J,N,SU,2,7,4d,5
9.0,J,N,SU,1250,7,5d,6
13.0,J,G,SU,1255,7,3d,4
19.0,O,N,SU,164,7,3d,4
1.0,J,R,SU,608,7,5d,6
17.0,J,N,SU,639,7,3d,4
18.0,J,R,SU,1291,6,25d,3
12.0,J,G,SU,3,7,5d,6
20.0,J,N,SU,14,7,3d,4
18.0,J,N,SU,1237,6,25d,3
12.0,J,N,SU,4,7,3d,4
12.0,J,N,SU,36,5,17d,6
11.0,J,N,SU,43,6,29d,0
14.0,J,R,SU,66,6,30d,1
12.0,O,N,SU,44,6,29d,0
6.0,J,N,SU,47,6,22d,0
9.0,J,N,SU,607,7,2d,3
17.0,J,N,SU,2,7,4d,5
21.0,J,G,SU,516,7,4d,5
13.0,J,N,SU,359,7,5d,6
17.0,J,G,SU,239,7,5d,6
11.0,J,G,SU,4,7,3d,4
7.0,O,N,SU,653,6,23d,1
19.0,J,R,SU,1113,7,5d,6
14.0,J,N,SU,11,7,5d,6
9.0,J,R,OS,1,7,4d,5
5.0,J,N,SU,5,7,1d,2
23.0,J,R,SU,6,7,3d,4
14.0,J,E,SU,66,7,1d,2
15.0,J,N,SU,1286,6,25d,3
14.0,D,N,MO,67,6,23d,1
10.0,J,N,SU,36,7,1d,2
9.0,J,N,SU,174,7,3d,4
15.0,J,N,SU,262,7,4d,5
13.0,J,N,SU,1060,7,5d,6
8.0,J,N,SU,10,7,1d,2
16.0,J,R,SU,8,7,3d,4
15.0,J,N,SU,50,7,1d,2
20.0,J,N,SU,1322,7,3d,4
19.0,N,E,SU,645,6,25d,3
16.0,J,R,SU,8,7,2d,3
22.0,J,E,SU,131,7,4d,5
10.0,O,E,SU,185,6,27d,5
19.0,D,N,MO,606,7,3d,4
19.0,J,N,SU,304,7,4d,5
17.0,J,N,SU,574,7,5d,6
7.0,J,R,SU,10,7,4d,5
12.0,J,E,SP,211,7,4d,5
16.0,D,N,MO,30,5,22d,4
6.0,J,N,SU,267,7,3d,4
9.0,J,N,SU,366,7,2d,3
17.0,J,N,SU,27,7,3d,4
16.0,J,E,SU,1380,7,4d,5
21.0,J,N,SU,311,7,5d,6
21.0,J,N,SU,1006,7,3d,4
10.0,D,N,MO,43,6,23d,1
15.0,J,N,SU,1028,7,4d,5
11.0,J,R,SU,4,7,4d,5
6.0,J,G,SU,254,7,3d,4
12.0,N,E,SU,249,7,4d,5
11.0,J,N,SU,1275,6,30d,1
6.0,J,N,SU,250,7,2d,3
21.0,D,N,MO,20,6,23d,1
13.0,J,N,SU,113,6,30d,1
15.0,O,N,SU,5,6,22d,0
16.0,J,G,SU,256,7,4d,5
9.0,J,N,SU,11,7,5d,6
7.0,J,R,SU,4123,6,29d,0
10.0,J,N,SU,1405,7,5d,6
9.0,J,G,SU,478,7,2d,3
9.0,J,G,SU,7,6,30d,1
8.0,J,E,SU,37,7,3d,4
18.0,J,R,SU,1371,7,5d,6
14.0,J,R,SU,63,6,29d,0
2.0,O,N,SU,66,6,25d,3
22.0,J,R,SU,4,7,4d,5
20.0,J,N,SU,78,7,1d,2
17.0,J,E,SU,16,5,9d,5
13.0,J,N,SU,13,7,1d,2
15.0,J,E,SU,13,7,1d,2
19.0,J,N,SU,12,7,4d,5
19.0,J,N,SU,1207,7,4d,5
4.0,O,E,OS,609,6,24d,2
17.0,J,N,SU,6,7,3d,4
15.0,J,G,SU,1004,7,5d,6
7.0,J,N,SU,166,7,1d,2
9.0,J,N,SU,99,7,1d,2
21.0,J,N,SU,5831,7,3d,4
15.0,J,R,SU,151,7,2d,3
9.0,J,N,SU,16,7,3d,4
9.0,J,N,SU,1514,7,3d,4
14.0,J,N,SU,1309,7,2d,3
6.0,O,E,MO,6,6,20d,5
9.0,J,N,SU,1283,7,3d,4
16.0,J,N,SU,806,6,26d,4
10.0,J,R,SU,31,7,4d,5
14.0,J,N,SU,274,6,26d,4
17.0,J,N,SU,19,7,6d,0
13.0,J,N,SU,1242,7,1d,2
8.0,J,N,SU,641,7,6d,0
8.0,J,N,SU,223,7,6d,0
19.0,J,N,SU,328,6,4d,3
12.0,J,N,SU,485,6,27d,5
16.0,J,N,SU,1,7,4d,5
17.0,D,E,MO,113,6,23d,1
16.0,D,R,MO,494,6,27d,5
12.0,J,N,SU,534,6,30d,1
7.0,O,N,MO,117,6,24d,2
14.0,J,N,SU,346,7,6d,0
16.0,J,N,SU,258,7,1d,2
7.0,J,N,SU,5,7,6d,0
17.0,J,G,SU,1088,7,3d,4
0.0,D,N,MO,614,6,24d,2
15.0,J,N,SU,1291,7,6d,0
7.0,J,N,SU,28,6,4d,3
17.0,J,R,SU,5514,7,6d,0
20.0,D,N,MO,273,6,19d,4
14.0,J,G,SU,177,7,2d,3
14.0,O,N,SU,1110,6,27d,5
18.0,J,E,SU,245,7,6d,0
11.0,J,N,SU,18,7,3d,4
9.0,J,N,SU,2204,7,3d,4
6.0,O,R,MO,48,6,28d,6
13.0,J,G,SU,255,7,3d,4
1.0,J,R,SU,603,7,7d,1
18.0,J,N,SU,186,7,2d,3
16.0,J,R,SU,9013,6,29d,0
1.0,J,G,SU,29,7,4d,5
12.0,J,N,SU,1034,7,6d,0
18.0,J,G,SU,651,6,24d,2
3.0,O,N,SU,108,7,5d,6
9.0,J,G,SU,1291,7,4d,5
17.0,J,G,SU,655,7,5d,6
12.0,J,G,SU,43,7,3d,4
9.0,J,N,SU,1,7,3d,4
10.0,J,N,SU,96,5,8d,4
12.0,J,G,SU,40,7,3d,4
18.0,J,G,SU,52,6,24d,2
20.0,J,R,SU,7207,7,2d,3
9.0,J,E,SU,39,7,6d,0
16.0,J,N,SU,256,7,5d,6
12.0,J,N,SU,1162,7,6d,0
1.0,O,R,SU,36,6,7d,6
9.0,J,G,SU,52,6,25d,3
14.0,J,N,SU,31,7,2d,3
7.0,J,N,SU,131,7,7d,1
12.0,J,N,SU,54,6,25d,3
14.0,J,N,SU,1125,7,4d,5
11.0,J,N,SU,208,6,25d,3
9.0,J,N,SU,11,6,23d,1
9.0,J,R,SU,1198,7,6d,0
16.0,J,G,SU,70,7,5d,6
16.0,J,N,SU,488,7,1d,2
22.0,J,N,SU,2506,7,6d,0
11.0,J,N,SU,1178,7,6d,0
10.0,J,E,SU,12,7,4d,5
16.0,J,N,SU,25,6,30d,1
20.0,J,N,SU,1306,7,6d,0
20.0,J,R,SU,2412,7,5d,6
20.0,J,R,SU,105,7,4d,5
10.0,J,G,SU,52,6,25d,3
20.0,J,N,SU,341,7,5d,6
9.0,J,G,SU,9,7,6d,0
15.0,N,E,SU,1136,5,13d,2
12.0,J,N,SU,1105,7,3d,4
22.0,D,N,MO,23,6,29d,0
18.0,J,R,SU,5693,7,3d,4
18.0,J,G,SU,11,7,7d,1
16.0,J,N,SU,27,7,7d,1
16.0,J,G,SU,370,6,15d,0
12.0,J,G,SU,1262,7,5d,6
19.0,J,N,SU,651,6,26d,4
12.0,J,N,SU,67,6,29d,0
19.0,J,G,SU,19,7,7d,1
21.0,J,G,SU,26,7,4d,5
10.0,N,E,OS,10,6,24d,2
6.0,J,N,SU,207,7,6d,0
10.0,J,N,SU,1,7,6d,0
5.0,J,N,SU,534,7,7d,1
11.0,J,N,SU,28,6,30d,1
10.0,J,N,SU,26,6,26d,4
12.0,J,N,SU,774,6,29d,0
6.0,J,N,SU,263,6,30d,1
15.0,J,N,SU,524,7,3d,4
10.0,J,N,SU,1355,7,7d,1
13.0,J,N,SU,22,7,7d,1
18.0,J,N,SU,362,7,7d,1
16.0,J,N,SU,180,7,7d,1
22.0,J,G,SU,643,7,5d,6
11.0,J,R,SU,56,7,6d,0
10.0,J,R,SU,113,7,1d,2
2.0,J,N,SU,641,7,6d,0
14.0,J,N,SU,5,6,26d,4
20.0,J,N,SU,279,6,28d,6
6.0,J,N,SU,1016,7,5d,6
8.0,J,N,SU,167,7,2d,3
12.0,J,N,SU,14,7,3d,4
10.0,J,E,SU,95,7,4d,5
19.0,J,E,SU,34,7,5d,6
22.0,D,R,MO,307,6,27d,5
13.0,J,N,SU,653,6,26d,4
18.0,J,N,SU,3602,7,1d,2
6.0,J,N,SU,12,7,7d,1
24.0,O,N,MO,4815,6,27d,5
11.0,J,E,SU,31,6,30d,1
14.0,J,E,SU,6,7,7d,1
18.0,J,R,SU,44,7,7d,1
12.0,J,N,SU,34,7,7d,1
8.0,J,N,SU,60,7,8d,2
7.0,J,N,SU,3,7,7d,1
14.0,O,N,SU,2,6,27d,5
10.0,J,R,SU,27,7,5d,6
15.0,J,G,SU,50,7,1d,2
10.0,J,N,SU,36,7,1d,2
0.0,J,R,SU,153,7,8d,2
13.0,J,N,SU,645,6,30d,1
16.0,J,N,SU,258,7,7d,1
18.0,J,N,SU,1158,7,5d,6
6.0,J,N,SU,346,7,6d,0
11.0,J,N,SU,148,6,30d,1
16.0,J,N,SU,1078,7,7d,1
21.0,O,R,SU,1156,6,29d,0
10.0,J,N,SU,95,7,7d,1
11.0,J,N,SU,330,7,7d,1
21.0,J,N,SU,131,7,7d,1
21.0,O,N,MO,4,7,8d,2
21.0,J,N,SU,631,7,7d,1
18.0,J,G,SU,808,7,7d,1
10.0,J,N,SU,37,7,7d,1
7.0,J,R,SU,15,7,8d,2
16.0,J,E,SU,683,6,28d,6
15.0,J,N,SU,355,7,6d,0
5.0,J,N,SU,534,7,8d,2
5.0,D,R,MO,92,7,9d,3
20.0,O,N,SU,48,6,28d,6
7.0,J,E,SU,63,7,3d,4
13.0,O,R,MO,1429,7,8d,2
20.0,J,R,SU,200,7,1d,2
22.0,J,N,SU,147,6,28d,6
13.0,J,N,SU,366,7,4d,5
20.0,J,N,SU,235,5,28d,3
11.0,J,N,SU,1034,7,8d,2
6.0,J,N,SU,262,7,7d,1
9.0,N,E,OS,21,6,29d,0
6.0,J,N,SU,92,7,1d,2
22.0,N,E,SU,1288,7,6d,0
15.0,J,N,SU,55,7,7d,1
19.0,J,N,SU,392,6,25d,3
10.0,J,R,SU,10,7,7d,1
9.0,J,N,SU,37,7,7d,1
