Cas_Nesrece,PRVR_Vreme,PRSP_Promet,PRPV_Povrsje,stevilka_odseka,mesec,dan,dan_v_tednu
16.0,J,R,SU,25,4,4d,0
16.0,D,G,MO,85,4,18d,0
7.0,J,N,SU,1259,4,21d,3
16.0,J,N,SU,84,3,18d,4
12.0,J,N,SU,359,4,20d,2
16.0,J,N,SU,4,4,11d,0
9.0,J,N,SU,25,4,20d,2
18.0,J,R,SU,362,4,20d,2
16.0,J,R,SU,17,4,9d,5
14.0,J,N,SU,49,4,20d,2
10.0,J,N,SU,50,4,4d,0
13.0,J,N,SU,21,3,20d,6
9.0,J,N,SU,274,4,20d,2
17.0,J,R,SU,17,3,26d,5
13.0,J,G,SU,42,4,20d,2
20.0,N,E,OS,384,4,16d,5
8.0,J,N,SU,8,4,21d,3
14.0,J,N,SU,534,4,11d,0
11.0,J,N,SU,516,4,12d,1
17.0,J,N,SU,11,4,20d,2
19.0,J,N,SU,282,4,16d,5
13.0,J,N,SU,2302,4,20d,2
3.0,N,E,SU,13,4,10d,6
15.0,J,R,SU,80,4,21d,3
7.0,J,N,SU,12,4,21d,3
8.0,J,E,SU,7,4,21d,3
14.0,J,E,SU,57,4,21d,3
16.0,O,N,SU,6,4,13d,2
11.0,J,N,SU,584,4,21d,3
17.0,J,R,SU,23,4,14d,3
9.0,J,N,SU,28,4,19d,1
17.0,J,N,SU,1422,4,19d,1
21.0,J,N,SU,314,4,20d,2
19.0,J,R,SU,95,4,12d,1
17.0,J,N,SU,163,4,20d,2
18.0,J,N,SU,281,4,21d,3
8.0,J,G,SU,113,4,15d,4
13.0,J,N,SU,1315,4,20d,2
6.0,J,N,SU,1298,4,21d,3
9.0,J,N,SU,22,4,21d,3
8.0,J,R,SU,3,4,21d,3
12.0,J,N,SU,315,4,21d,3
5.0,J,R,SU,45,4,21d,3
20.0,J,N,SU,98,4,20d,2
15.0,J,G,SU,615,4,3d,6
17.0,J,R,SU,384,4,16d,5
15.0,J,N,SU,50,4,21d,3
12.0,J,N,SU,51,4,21d,3
10.0,J,N,SU,340,4,21d,3
14.0,O,G,SU,95,4,18d,0
12.0,O,N,MO,1575,4,9d,5
22.0,J,R,SU,262,4,21d,3
15.0,J,N,SU,262,4,21d,3
18.0,J,N,SU,118,4,16d,5
21.0,J,R,SU,17,4,21d,3
21.0,O,N,SU,636,4,18d,0
3.0,J,N,SU,66,4,20d,2
6.0,J,R,SU,207,4,20d,2
6.0,J,N,SU,1062,4,20d,2
10.0,J,N,SU,432,4,20d,2
15.0,J,N,SU,245,4,21d,3
14.0,J,N,SU,11,4,21d,3
14.0,J,N,SU,26,4,13d,2
12.0,J,N,SU,32,4,9d,5
18.0,J,G,SU,686,4,14d,3
6.0,J,N,SU,1148,4,12d,1
2.0,J,R,SU,3,4,16d,5
21.0,O,N,SU,203,4,24d,6
19.0,O,E,SU,5,4,21d,3
14.0,O,N,SU,474,4,24d,6
9.0,O,N,SU,493,4,19d,1
15.0,O,G,SU,87,4,18d,0
15.0,D,N,MO,31,4,8d,4
7.0,J,N,SU,91,4,23d,5
10.0,J,G,SU,624,4,15d,4
19.0,J,N,SU,49,4,16d,5
8.0,O,G,SU,46,4,19d,1
21.0,N,E,OS,1,4,20d,2
7.0,O,G,SU,45,4,19d,1
8.0,J,N,SU,1237,4,19d,1
7.0,O,G,SU,614,4,19d,1
7.0,J,N,SU,6260,4,18d,0
14.0,J,E,SU,74,4,6d,2
10.0,J,G,SU,92,4,21d,3
12.0,J,R,SU,81,4,23d,5
13.0,J,R,SU,1331,4,15d,4
0.0,J,N,SU,18,4,25d,0
7.0,J,N,SU,256,4,18d,0
20.0,N,N,SU,2,4,21d,3
10.0,O,G,SU,35,4,23d,5
12.0,O,N,MO,60,4,23d,5
17.0,J,N,SU,22,4,21d,3
14.0,J,E,SU,283,4,15d,4
12.0,O,N,SU,26,4,24d,6
17.0,O,N,SU,10,4,19d,1
17.0,J,N,SU,50,4,22d,4
22.0,O,N,SU,1426,4,23d,5
12.0,J,N,SU,258,4,23d,5
7.0,J,N,SU,245,4,22d,4
18.0,J,R,SU,1303,3,24d,3
14.0,D,N,MO,355,4,23d,5
6.0,D,E,MO,20,4,19d,1
2.0,O,N,SU,49,4,23d,5
15.0,J,N,SU,42,4,22d,4
8.0,J,R,SU,57,4,6d,2
10.0,J,N,SU,4,4,23d,5
16.0,J,N,SU,25,4,21d,3
13.0,O,E,SU,111,4,23d,5
16.0,O,N,SU,165,3,29d,1
10.0,J,N,SU,13,4,22d,4
15.0,J,N,SU,21,4,22d,4
19.0,J,N,SU,3,4,22d,4
14.0,N,E,OS,6,4,9d,5
10.0,D,R,MO,45,4,23d,5
10.0,J,N,SU,245,4,22d,4
11.0,O,N,SU,268,4,18d,0
1.0,O,G,SU,1,4,23d,5
13.0,O,N,SU,1131,4,23d,5
15.0,J,N,SU,149,4,22d,4
11.0,J,N,SU,38,3,25d,4
10.0,J,N,SU,27,4,23d,5
15.0,D,N,MO,57,4,9d,5
22.0,J,R,SU,315,4,22d,4
18.0,J,N,SU,131,4,15d,4
22.0,O,N,SU,57,4,9d,5
16.0,O,N,SU,16,3,6d,6
20.0,J,N,SU,207,4,23d,5
18.0,J,N,SU,261,4,22d,4
14.0,O,N,SU,329,4,22d,4
22.0,J,N,SU,88,4,25d,0
14.0,J,N,SU,9,4,21d,3
10.0,D,G,MO,5,3,26d,5
2.0,N,E,SU,612,4,24d,6
15.0,O,N,SU,262,4,23d,5
6.0,J,N,SU,1263,4,25d,0
0.0,J,R,SU,114,4,16d,5
21.0,J,N,SU,10,4,25d,0
21.0,J,N,SU,9,4,22d,4
15.0,J,N,SU,652,4,20d,2
7.0,J,N,SU,1419,4,13d,2
15.0,J,N,SU,371,4,15d,4
15.0,J,R,SU,95,4,17d,6
15.0,J,N,SU,28,4,17d,6
16.0,J,E,SU,9,3,14d,0
18.0,O,N,SU,54,4,19d,1
23.0,J,R,SU,1012,4,23d,5
11.0,D,N,MO,331,4,19d,1
10.0,J,G,SU,92,4,16d,5
6.0,O,N,SU,11,4,25d,0
12.0,J,N,SU,35,4,25d,0
9.0,J,N,SU,778,4,25d,0
20.0,O,N,SU,354,4,25d,0
8.0,J,N,SU,154,4,25d,0
0.0,J,R,SU,1413,4,23d,5
16.0,O,N,SU,2,4,24d,6
7.0,J,N,SU,7919,4,22d,4
21.0,J,R,SU,177,4,25d,0
13.0,J,G,SU,1417,4,15d,4
7.0,J,G,SU,622,4,20d,2
18.0,J,N,SU,64,4,22d,4
16.0,D,R,MO,1368,4,24d,6
16.0,J,R,SU,5899,4,21d,3
15.0,O,N,SU,625,4,25d,0
18.0,O,N,SU,30,4,25d,0
11.0,J,G,SU,393,4,22d,4
15.0,J,G,SU,13,4,22d,4
20.0,O,N,SU,262,4,25d,0
21.0,O,N,SU,262,4,25d,0
21.0,O,N,SU,263,4,25d,0
16.0,J,N,SU,1138,4,6d,2
16.0,J,N,SU,465,4,19d,1
22.0,O,N,SU,1075,4,25d,0
13.0,J,N,SU,1,4,22d,4
18.0,J,N,SU,256,4,22d,4
16.0,J,E,SU,11,4,20d,2
16.0,J,N,SU,258,4,21d,3
5.0,J,R,SU,1208,4,22d,4
1.0,O,R,SU,13,4,26d,1
17.0,J,R,SU,1208,4,20d,2
9.0,J,G,SU,373,4,25d,0
19.0,J,R,SU,266,4,25d,0
10.0,J,G,SU,12,4,23d,5
17.0,J,N,SU,1076,4,22d,4
23.0,O,R,SU,1033,4,25d,0
16.0,J,N,SU,32,4,22d,4
19.0,J,N,SU,72,4,13d,2
10.0,J,N,SU,524,4,22d,4
0.0,J,R,SU,29,4,23d,5
6.0,N,N,OS,42,4,10d,6
4.0,O,N,SU,36,4,22d,4
16.0,O,N,SU,1178,4,25d,0
14.0,O,R,SU,6,4,23d,5
12.0,J,G,SU,95,4,23d,5
10.0,J,N,SU,1313,4,22d,4
4.0,J,R,SU,115,4,24d,6
18.0,J,N,SU,643,4,19d,1
7.0,J,N,SU,245,4,26d,1
14.0,J,N,SU,97,4,24d,6
11.0,O,N,SU,1178,4,23d,5
11.0,O,N,MO,47,4,26d,1
17.0,J,N,SU,239,4,19d,1
10.0,J,N,SU,92,4,22d,4
15.0,J,N,SU,1192,4,16d,5
5.0,O,N,SU,1380,4,26d,1
15.0,O,N,SU,1214,4,25d,0
23.0,J,R,SU,1534,4,18d,0
10.0,J,G,SU,516,4,26d,1
8.0,D,N,MO,1088,4,27d,2
0.0,O,E,SU,21,4,26d,1
12.0,J,R,SU,17,4,20d,2
20.0,S,R,MO,1541,4,27d,2
10.0,O,R,SU,12,4,26d,1
17.0,O,R,MO,16,4,23d,5
23.0,J,R,SU,1156,4,25d,0
13.0,S,N,SN,604,4,27d,2
12.0,O,N,MO,20,4,26d,1
5.0,J,R,SU,36,4,22d,4
22.0,J,R,SU,1433,4,25d,0
13.0,S,N,SN,4,4,27d,2
10.0,D,N,MO,635,4,27d,2
14.0,O,G,SU,179,4,26d,1
15.0,J,R,MO,26,4,25d,0
23.0,S,R,MO,3927,4,27d,2
18.0,J,R,SU,19,4,15d,4
20.0,S,E,SL,203,4,27d,2
7.0,J,G,SU,126,4,22d,4
1.0,O,N,MO,347,4,28d,3
11.0,N,E,OS,7,4,24d,6
14.0,S,N,MO,7,4,27d,2
22.0,S,N,MO,625,4,27d,2
5.0,N,E,MO,1544,4,27d,2
15.0,D,R,MO,1198,4,27d,2
22.0,O,N,MO,1262,4,26d,1
16.0,D,E,MO,5,4,26d,1
8.0,O,G,SU,621,4,18d,0
22.0,S,N,MO,351,4,27d,2
12.0,O,N,SU,465,4,25d,0
13.0,N,E,SU,19,4,23d,5
19.0,O,N,MO,208,4,24d,6
18.0,S,R,SN,603,4,27d,2
17.0,J,R,SU,1235,4,26d,1
12.0,O,N,SU,524,4,25d,0
16.0,O,N,SU,18,4,26d,1
14.0,J,G,SU,250,4,26d,1
7.0,O,N,SU,534,4,25d,0
6.0,J,R,SU,158,4,22d,4
12.0,O,N,SU,432,4,25d,0
18.0,D,N,MO,11,4,26d,1
23.0,D,R,MO,42,4,26d,1
16.0,J,N,SU,31,4,25d,0
19.0,S,N,MO,71,4,27d,2
17.0,S,G,SL,640,4,27d,2
19.0,S,N,MO,25,4,27d,2
10.0,D,N,SU,258,4,24d,6
12.0,S,R,MO,37,4,27d,2
14.0,O,R,SU,255,4,19d,1
14.0,S,N,MO,906,4,27d,2
11.0,S,N,MO,807,4,27d,2
11.0,J,G,SU,12,4,21d,3
0.0,S,N,SN,72,4,28d,3
17.0,O,N,SU,273,4,26d,1
8.0,J,N,SU,10,4,26d,1
18.0,J,R,SU,3,4,12d,1
0.0,J,R,SU,1510,4,21d,3
15.0,N,E,SU,10,4,20d,2
19.0,O,N,MO,256,4,24d,6
18.0,S,N,SN,691,4,27d,2
15.0,S,R,SL,1264,4,27d,2
11.0,J,N,SU,49,4,25d,0
21.0,S,N,SN,32,4,27d,2
13.0,J,N,SU,49,4,9d,5
12.0,S,N,SN,1264,4,27d,2
15.0,D,N,MO,14,4,26d,1
0.0,S,E,OS,8,4,28d,3
23.0,O,R,SU,258,4,26d,1
14.0,D,N,MO,399,4,27d,2
10.0,O,N,SU,62,4,27d,2
11.0,J,N,SU,94,4,16d,5
12.0,D,R,MO,30,4,23d,5
3.0,S,R,MO,15,4,28d,3
21.0,S,N,SL,7,4,27d,2
9.0,O,N,MO,40,4,28d,3
14.0,J,G,SU,119,4,26d,1
14.0,O,G,MO,1246,4,28d,3
4.0,D,N,MO,779,4,28d,3
8.0,O,G,SU,261,4,15d,4
20.0,S,N,SP,72,4,27d,2
18.0,O,R,SU,346,4,28d,3
15.0,O,N,MO,5,4,26d,1
14.0,O,G,SU,23,4,18d,0
18.0,J,N,SU,615,4,15d,4
12.0,S,R,SL,13,4,28d,3
13.0,J,N,SU,177,3,19d,5
12.0,J,N,SU,72,4,20d,2
21.0,J,N,SU,19,4,26d,1
23.0,N,E,OS,6,4,26d,1
20.0,J,N,SU,1268,4,28d,3
10.0,J,E,SU,10,4,21d,3
7.0,N,E,OS,132,4,14d,3
15.0,J,N,SU,30,4,27d,2
13.0,D,R,MO,7,4,14d,3
15.0,J,N,SU,4910,4,20d,2
15.0,J,N,SU,114,4,20d,2
13.0,O,N,MO,35,4,28d,3
13.0,S,N,SN,1085,4,27d,2
7.0,J,N,SU,43,4,18d,0
11.0,O,N,SU,65,4,28d,3
16.0,N,E,OS,177,4,7d,3
12.0,J,G,SU,66,4,26d,1
13.0,O,R,MO,1104,4,27d,2
21.0,J,R,SU,206,4,28d,3
21.0,S,R,MO,10,4,27d,2
11.0,J,N,SU,9,4,12d,1
11.0,J,N,SU,66,4,26d,1
14.0,S,R,SP,29,4,27d,2
13.0,T,R,SP,38,4,27d,2
9.0,J,N,SU,41,4,15d,4
12.0,O,R,MO,22,4,28d,3
8.0,J,N,SU,1,4,21d,3
16.0,O,N,SU,534,4,25d,0
13.0,O,N,MO,1018,4,28d,3
13.0,O,N,SU,422,4,25d,0
18.0,J,N,SU,6,4,25d,0
11.0,O,R,MO,21,4,28d,3
5.0,D,R,MO,1141,4,27d,2
10.0,N,E,OS,1294,4,18d,0
14.0,V,E,SU,7,4,16d,5
14.0,J,G,SU,167,4,13d,2
10.0,O,N,SU,3,4,29d,4
5.0,O,N,SU,32,5,1d,6
14.0,J,N,SU,643,4,21d,3
14.0,O,N,MO,27,4,28d,3
10.0,J,N,SU,35,4,29d,4
13.0,O,N,SU,354,5,2d,0
20.0,J,R,SU,399,4,29d,4
5.0,J,R,SU,788,4,30d,5
11.0,J,N,SU,628,4,29d,4
20.0,J,N,SU,1057,4,29d,4
22.0,D,R,MO,263,4,28d,3
11.0,D,R,MO,72,5,1d,6
9.0,O,N,SU,1223,4,28d,3
16.0,J,R,SU,20,4,25d,0
17.0,S,N,SN,41,4,27d,2
19.0,O,G,SU,37,4,25d,0
21.0,D,R,MO,351,5,2d,0
21.0,S,N,MO,330,4,27d,2
11.0,O,N,MO,331,4,19d,1
17.0,J,G,SU,25,4,29d,4
20.0,J,N,SU,808,4,21d,3
22.0,S,N,SP,1224,4,27d,2
7.0,J,E,SU,84,3,25d,4
11.0,J,N,SU,1351,4,22d,4
18.0,J,G,SU,25,4,29d,4
12.0,O,N,MO,8,5,1d,6
15.0,O,N,SU,12,4,28d,3
12.0,O,N,MO,1008,4,28d,3
2.0,O,R,SU,207,5,1d,6
15.0,N,E,OS,4,4,26d,1
21.0,S,R,SN,2412,4,27d,2
11.0,J,R,SU,1191,4,9d,5
6.0,J,N,SU,43,3,25d,4
4.0,O,R,SU,1211,5,1d,6
19.0,O,E,SU,6,4,30d,5
10.0,J,N,SU,91,4,20d,2
19.0,J,E,SU,1296,4,29d,4
0.0,O,R,SU,335,5,1d,6
10.0,O,G,SU,256,4,29d,4
20.0,D,R,MO,330,4,27d,2
23.0,J,N,SU,244,4,22d,4
10.0,J,N,SU,41,4,26d,1
19.0,O,N,SU,346,5,1d,6
2.0,J,R,SU,5,4,30d,5
1.0,N,E,OS,1,4,29d,4
4.0,M,R,MO,265,4,30d,5
18.0,J,N,SU,30,4,29d,4
15.0,O,E,SU,9,4,29d,4
13.0,J,N,SU,12,4,29d,4
7.0,J,N,SU,1495,4,20d,2
0.0,O,R,SU,1404,5,1d,6
14.0,D,R,MO,1200,5,1d,6
12.0,J,R,SU,1101,4,30d,5
17.0,J,N,SU,309,4,30d,5
13.0,D,N,MO,287,5,1d,6
10.0,J,N,SU,474,4,22d,4
16.0,O,R,SU,3,4,28d,3
22.0,J,R,SU,21,4,29d,4
13.0,J,N,SU,118,4,22d,4
15.0,D,G,MO,256,5,2d,0
5.0,N,E,OS,1071,5,1d,6
14.0,J,G,SU,2,4,10d,6
19.0,J,R,SU,353,4,22d,4
10.0,J,N,SU,5,4,29d,4
7.0,O,N,SU,606,5,2d,0
16.0,O,N,MO,256,4,28d,3
16.0,J,R,SU,38,4,29d,4
14.0,D,R,PN,607,4,27d,2
11.0,J,N,SU,265,4,29d,4
20.0,J,N,SU,1223,4,29d,4
20.0,O,E,SP,105,4,27d,2
14.0,O,N,SU,10,4,28d,3
9.0,J,N,SU,38,4,22d,4
14.0,J,N,SU,1313,4,29d,4
4.0,J,R,SU,14,4,30d,5
9.0,O,N,SU,10,4,23d,5
2.0,O,N,SU,359,5,1d,6
13.0,J,N,SU,13,4,29d,4
11.0,J,N,SU,11,4,29d,4
18.0,J,R,SU,1572,5,2d,0
9.0,J,N,SU,63,4,26d,1
19.0,S,N,SN,43,4,27d,2
15.0,D,N,SU,94,4,28d,3
10.0,D,R,MO,1076,5,1d,6
13.0,O,G,SU,19,4,26d,1
0.0,O,N,SU,393,4,21d,3
10.0,J,R,SU,6,4,30d,5
19.0,O,N,SU,66,4,23d,5
15.0,J,N,SU,666,4,22d,4
11.0,O,N,SU,322,5,3d,1
18.0,J,N,SU,178,4,17d,6
7.0,J,N,SU,178,4,22d,4
17.0,J,N,SU,96,4,30d,5
19.0,J,N,SU,67,4,25d,0
13.0,M,R,SU,92,4,23d,5
20.0,D,N,MO,7,5,1d,6
11.0,J,N,SU,10,5,3d,1
16.0,J,R,SU,23,4,17d,6
15.0,J,G,SU,66,4,20d,2
15.0,J,N,SU,4,5,3d,1
3.0,O,R,SU,108,5,1d,6
4.0,J,R,SU,261,4,30d,5
18.0,J,N,SU,144,4,23d,5
9.0,O,N,SU,3,5,3d,1
14.0,J,N,SU,21,4,20d,2
18.0,N,E,OS,4,5,2d,0
22.0,O,N,MO,316,4,27d,2
2.0,S,N,MO,643,4,28d,3
8.0,O,N,MO,50,5,2d,0
9.0,J,R,SU,133,4,30d,5
13.0,J,N,SU,95,4,25d,0
14.0,S,N,SP,42,4,27d,2
7.0,J,N,SU,165,4,25d,0
13.0,D,N,MO,249,5,2d,0
16.0,J,G,SU,373,4,29d,4
14.0,O,E,MO,103,4,14d,3
17.0,O,N,SU,27,5,3d,1
16.0,J,N,SU,314,4,22d,4
17.0,O,N,SU,69,4,25d,0
13.0,O,N,SU,606,5,3d,1
7.0,O,N,MO,5,5,3d,1
16.0,S,N,MO,1541,4,27d,2
1.0,O,G,MO,643,4,28d,3
4.0,O,R,SU,3,5,1d,6
18.0,J,N,SU,51,4,19d,1
13.0,J,N,SU,3,5,3d,1
19.0,O,E,SU,129,4,25d,0
14.0,J,N,SU,1081,4,25d,0
11.0,J,N,SU,38,4,29d,4
9.0,D,R,MO,11,5,1d,6
18.0,J,G,SU,373,4,30d,5
19.0,D,N,SN,1137,4,27d,2
10.0,J,N,SU,20,3,21d,0
19.0,J,N,SU,622,4,16d,5
12.0,J,R,SU,30,4,18d,0
15.0,D,G,MO,28,4,8d,4
23.0,J,R,SU,1067,4,30d,5
17.0,J,N,SU,1432,5,3d,1
8.0,J,R,SU,80,4,25d,0
21.0,O,N,SU,66,4,26d,1
14.0,D,N,MO,215,5,1d,6
12.0,D,N,MO,1316,5,2d,0
10.0,O,G,SU,66,4,29d,4
20.0,D,E,MO,37,5,1d,6
17.0,J,N,SU,1308,4,29d,4
9.0,O,E,SU,12,5,3d,1
16.0,S,N,MO,621,4,27d,2
14.0,S,N,SN,604,4,27d,2
11.0,J,N,SU,25,4,25d,0
15.0,J,N,SU,23,4,13d,2
9.0,O,N,SU,4,4,25d,0
16.0,J,R,SU,345,4,22d,4
13.0,D,N,MO,146,4,27d,2
8.0,J,R,SU,48,4,22d,4
15.0,J,R,SU,36,4,16d,5
20.0,J,N,SU,12,4,7d,3
20.0,O,N,SU,485,4,30d,5
10.0,J,N,SU,639,4,23d,5
13.0,O,G,SU,4,4,19d,1
17.0,O,R,SU,1322,4,24d,6
8.0,O,N,SU,40,5,3d,1
16.0,J,N,SU,1,4,29d,4
17.0,D,R,MO,665,5,1d,6
8.0,J,R,SU,668,4,29d,4
6.0,J,N,SU,666,4,30d,5
22.0,D,R,MO,115,4,8d,4
9.0,O,N,SU,4,4,25d,0
19.0,J,N,SU,1140,4,16d,5
23.0,J,N,SU,691,4,30d,5
12.0,J,E,SU,11,4,21d,3
15.0,J,G,SU,90,4,20d,2
11.0,O,N,SU,48,4,25d,0
10.0,O,R,SU,489,5,1d,6
15.0,J,G,SU,647,4,21d,3
14.0,O,R,SU,29,5,3d,1
12.0,O,G,SP,161,5,1d,6
12.0,J,G,SU,72,4,22d,4
21.0,J,N,SU,3,4,29d,4
13.0,J,N,SU,3,4,5d,1
15.0,J,R,SU,1295,5,3d,1
17.0,O,G,SU,78,4,25d,0
5.0,O,R,SU,1208,5,3d,1
11.0,O,N,SU,414,5,3d,1
8.0,O,N,SU,620,5,4d,2
10.0,J,N,SU,20,5,4d,2
0.0,D,E,MO,7,4,26d,1
14.0,O,N,MO,232,4,28d,3
14.0,O,R,SU,205,5,4d,2
13.0,J,N,SU,432,4,22d,4
11.0,O,G,SU,6,5,3d,1
9.0,D,N,MO,256,5,3d,1
21.0,N,E,OS,106,4,25d,0
15.0,O,N,SU,280,4,28d,3
12.0,N,E,OS,1309,4,24d,6
4.0,O,N,MO,5,4,28d,3
17.0,O,R,SU,11,5,4d,2
10.0,O,N,MO,117,4,28d,3
16.0,J,N,SU,23,5,3d,1
12.0,J,N,SU,110,4,16d,5
16.0,O,N,SU,211,4,28d,3
12.0,N,E,OS,3,4,26d,1
13.0,O,Z,SU,40,5,3d,1
15.0,J,N,SU,19,5,4d,2
22.0,O,E,SU,22,4,24d,6
12.0,O,G,SU,3,5,3d,1
21.0,D,G,MO,100,5,1d,6
7.0,D,N,MO,5,5,4d,2
13.0,O,N,SU,1186,5,4d,2
16.0,J,R,SU,2412,4,29d,4
17.0,J,G,SU,4,4,29d,4
14.0,J,N,SU,22,4,27d,2
14.0,O,N,SU,603,5,4d,2
14.0,J,N,SU,292,4,22d,4
8.0,J,N,SU,3,5,4d,2
21.0,O,R,SU,1233,5,4d,2
16.0,J,N,SU,45,4,22d,4
5.0,O,N,SU,24,5,5d,3
12.0,D,N,MO,1262,5,2d,0
10.0,J,N,SU,1407,4,30d,5
8.0,O,N,SU,637,4,28d,3
13.0,J,N,SU,516,4,25d,0
9.0,J,N,SU,48,4,22d,4
7.0,O,N,MO,314,5,3d,1
7.0,J,N,SU,92,3,31d,3
11.0,O,N,SU,49,5,3d,1
10.0,O,R,SU,21,4,26d,1
9.0,J,N,SU,118,3,22d,1
14.0,J,G,SU,15,4,22d,4
1.0,O,R,MO,6260,5,4d,2
7.0,J,G,SU,616,4,22d,4
10.0,D,N,MO,1262,5,2d,0
9.0,O,N,MO,14,5,4d,2
12.0,O,N,SU,28,5,3d,1
8.0,J,N,SU,1134,4,22d,4
22.0,J,N,SU,67,4,18d,0
10.0,D,N,MO,534,5,2d,0
10.0,O,N,SU,34,5,3d,1
18.0,O,N,SU,4,5,5d,3
11.0,J,E,SU,1,5,3d,1
15.0,J,N,SU,48,4,25d,0
19.0,J,N,SU,10,4,23d,5
13.0,J,N,SU,66,5,5d,3
9.0,O,N,SU,10,5,2d,0
10.0,O,N,MO,12,5,4d,2
11.0,O,N,SU,795,4,23d,5
15.0,O,N,MO,8,5,4d,2
2.0,O,R,SU,906,4,26d,1
12.0,J,G,SU,247,5,4d,2
4.0,J,R,SU,11,4,23d,5
13.0,O,N,SU,642,4,24d,6
14.0,J,E,SU,21,5,2d,0
14.0,J,N,SU,114,5,4d,2
17.0,J,E,SU,25,5,5d,3
21.0,O,R,SU,407,4,23d,5
17.0,J,N,SU,51,4,25d,0
11.0,D,R,MO,153,5,2d,0
20.0,D,N,MO,671,5,3d,1
14.0,J,N,SU,18,4,29d,4
15.0,J,N,SU,297,5,3d,1
13.0,O,N,SU,516,5,5d,3
17.0,J,N,SU,1162,5,4d,2
13.0,O,N,SU,1255,5,5d,3
22.0,O,G,SU,1670,5,3d,1
7.0,O,N,MO,647,5,5d,3
16.0,O,G,SU,87,4,25d,0
13.0,O,R,SU,36,4,26d,1
6.0,D,G,MO,144,5,5d,3
19.0,O,R,SU,1106,5,3d,1
11.0,O,R,SU,18,5,4d,2
8.0,J,N,SU,22,4,26d,1
9.0,J,N,SU,1264,5,6d,4
10.0,N,E,OS,95,4,25d,0
19.0,J,E,SU,1,4,29d,4
21.0,O,R,SU,1177,4,26d,1
8.0,O,N,SU,41,5,4d,2
15.0,D,N,SU,10,4,26d,1
19.0,D,N,MO,5,4,26d,1
13.0,O,N,SU,641,5,4d,2
16.0,J,N,SU,574,3,19d,5
10.0,O,N,MO,261,4,28d,3
1.0,J,N,SU,373,4,23d,5
14.0,J,N,SU,1037,5,5d,3
12.0,J,N,SU,1550,5,6d,4
11.0,J,R,SU,15,4,29d,4
7.0,D,N,MO,13,5,2d,0
10.0,J,N,SU,1172,5,7d,5
10.0,J,G,SU,27,5,7d,5
8.0,J,N,SU,17,5,7d,5
16.0,J,G,SU,48,5,6d,4
23.0,J,R,SU,6223,4,30d,5
13.0,S,N,SP,67,4,27d,2
10.0,J,N,SU,5,4,20d,2
11.0,J,N,SU,44,5,6d,4
9.0,J,N,SU,1199,5,6d,4
10.0,J,N,SU,22,5,8d,6
17.0,J,N,SU,258,4,20d,2
15.0,O,N,SU,1350,5,7d,5
19.0,O,N,MO,5,5,7d,5
18.0,J,N,SU,1340,5,6d,4
10.0,J,N,SU,10,5,7d,5
16.0,J,N,SU,9,5,5d,3
14.0,N,E,OS,6,5,2d,0
19.0,J,N,SU,19,5,6d,4
11.0,J,N,SU,2202,5,8d,6
18.0,J,R,SU,28,5,6d,4
8.0,O,N,SU,17,4,26d,1
4.0,J,R,SU,780,5,7d,5
17.0,J,N,SU,61,5,7d,5
11.0,J,N,SU,250,5,7d,5
8.0,J,N,SU,5,5,7d,5
15.0,J,R,SU,7,4,30d,5
15.0,O,N,MO,1575,4,28d,3
13.0,S,N,PN,67,4,27d,2
15.0,J,R,SU,1233,5,6d,4
0.0,J,N,SU,635,5,8d,6
5.0,J,N,SU,41,4,26d,1
16.0,S,N,SN,621,4,27d,2
8.0,O,N,SU,223,5,4d,2
2.0,J,R,SU,776,5,8d,6
14.0,J,N,SU,18,5,6d,4
7.0,J,R,SU,1013,5,8d,6
4.0,D,N,MO,5,5,5d,3
16.0,J,R,SU,1242,5,8d,6
13.0,O,R,SU,11,4,25d,0
18.0,J,N,SU,1445,4,26d,1
21.0,O,R,SU,1454,5,6d,4
2.0,J,R,SU,40,5,7d,5
11.0,J,N,SU,105,5,6d,4
11.0,J,N,SU,811,5,6d,4
16.0,J,N,SU,809,5,6d,4
17.0,S,N,SN,43,4,27d,2
17.0,O,N,SU,12,5,7d,5
0.0,O,R,MO,646,4,27d,2
14.0,J,N,SU,1006,5,6d,4
15.0,D,N,MO,1236,5,2d,0
17.0,S,G,SN,653,4,27d,2
12.0,J,N,SU,312,5,6d,4
0.0,O,R,SU,10,5,5d,3
19.0,J,N,SU,42,4,15d,4
0.0,O,R,MO,10,4,27d,2
13.0,S,N,MO,67,4,27d,2
18.0,J,N,SU,5,4,18d,0
16.0,J,R,SU,1543,5,6d,4
1.0,O,R,SU,256,5,8d,6
12.0,J,N,SU,400,4,29d,4
14.0,J,N,SU,12,5,6d,4
16.0,O,G,SU,1399,5,7d,5
8.0,J,N,SU,9,4,16d,5
12.0,J,G,SU,3,5,6d,4
14.0,O,N,SU,260,5,7d,5
20.0,J,N,SU,242,5,7d,5
18.0,O,N,SU,92,4,26d,1
21.0,J,N,SU,655,4,29d,4
14.0,O,N,SU,7949,5,6d,4
17.0,D,G,MO,1041,5,8d,6
11.0,J,N,SU,8,5,8d,6
14.0,D,E,MO,7,4,27d,2
2.0,N,R,OS,57,4,28d,3
22.0,O,R,MO,1036,5,8d,6
23.0,O,R,SU,1199,4,29d,4
5.0,J,N,SU,656,4,30d,5
17.0,J,R,SU,1,5,7d,5
